YEAR,MONTH,DAY,HOUR,timestamp,clear_sky_irradiance,direct_radiation,temperature_2m,wind_speed_10m,relative_humidity_2m,cloud_cover,solar_power_kw
2025,2,12,15,2025-02-12 15:00:00,569.12,403.68,20.56,2.24,56.53,38.76,201.84
2025,2,12,16,2025-02-12 16:00:00,376.53,246.14,20.27,2.12,61.77,46.17,116.42
2025,2,12,17,2025-02-12 17:00:00,152.26,88.96,20.76,3.67,63.68,55.43,44.49
2025,2,12,18,2025-02-12 18:00:00,0.0,0.0,17.98,2.82,61.85,52.41,0.0
2025,2,12,19,2025-02-12 19:00:00,0.0,0.0,16.82,3.22,61.57,28.94,0.0
2025,2,12,20,2025-02-12 20:00:00,0.0,0.0,17.42,2.17,64.86,47.61,0.0
2025,2,12,21,2025-02-12 21:00:00,0.0,0.0,15.35,3.44,68.69,55.73,0.0
2025,2,12,22,2025-02-12 22:00:00,0.0,0.0,15.82,1.89,70.15,38.17,0.0
2025,2,12,23,2025-02-12 23:00:00,0.0,0.0,12.54,3.38,69.3,38.68,0.0
2025,2,13,0,2025-02-13 00:00:00,0.0,0.0,11.16,4.35,71.25,51.89,0.0
2025,2,13,1,2025-02-13 01:00:00,0.0,0.0,11.06,3.56,71.71,40.34,0.0
2025,2,13,2,2025-02-13 02:00:00,0.0,0.0,11.24,3.84,69.62,58.52,0.0
2025,2,13,3,2025-02-13 03:00:00,0.0,0.0,9.68,4.11,74.36,28.13,0.0
2025,2,13,4,2025-02-13 04:00:00,0.0,0.0,10.16,2.88,74.72,42.2,0.0
2025,2,13,5,2025-02-13 05:00:00,0.0,0.0,12.2,4.97,70.54,38.07,0.0
2025,2,13,6,2025-02-13 06:00:00,0.0,0.0,11.15,4.82,66.36,48.69,0.0
2025,2,13,7,2025-02-13 07:00:00,154.5,101.87,12.75,4.81,68.21,45.41,59.67
2025,2,13,8,2025-02-13 08:00:00,379.0,253.04,13.6,3.84,65.88,44.31,118.58
2025,2,13,9,2025-02-13 09:00:00,571.79,455.76,16.0,4.99,74.34,27.06,223.67
2025,2,13,10,2025-02-13 10:00:00,719.72,551.84,16.58,3.32,59.37,31.1,270.89
2025,2,13,11,2025-02-13 11:00:00,812.71,521.38,18.77,3.22,63.46,47.8,256.01
2025,2,13,12,2025-02-13 12:00:00,844.43,624.09,19.01,3.06,61.61,34.79,306.82
2025,2,13,13,2025-02-13 13:00:00,812.71,537.6,18.07,3.31,65.93,45.14,266.59
2025,2,13,14,2025-02-13 14:00:00,719.72,571.36,18.98,0.92,58.57,27.48,274.99
2025,2,13,15,2025-02-13 15:00:00,571.79,376.29,19.6,3.68,57.68,45.59,184.57
2025,2,13,16,2025-02-13 16:00:00,379.0,241.27,20.66,2.65,58.64,48.45,120.97
2025,2,13,17,2025-02-13 17:00:00,154.5,103.79,21.51,3.64,57.74,43.76,51.85
2025,2,13,18,2025-02-13 18:00:00,0.0,0.0,18.29,3.51,61.16,35.0,0.0
2025,2,13,19,2025-02-13 19:00:00,0.0,0.0,16.27,3.24,61.93,49.48,0.0
2025,2,13,20,2025-02-13 20:00:00,0.0,0.0,16.54,2.2,64.3,49.16,0.0
2025,2,13,21,2025-02-13 21:00:00,0.0,0.0,16.0,2.54,65.06,36.22,0.0
2025,2,13,22,2025-02-13 22:00:00,0.0,0.0,13.12,1.38,65.24,55.19,0.0
2025,2,13,23,2025-02-13 23:00:00,0.0,0.0,12.95,3.17,72.82,57.25,0.0
2025,2,14,0,2025-02-14 00:00:00,0.0,0.0,11.62,2.88,64.37,26.49,0.0
2025,2,14,1,2025-02-14 01:00:00,0.0,0.0,11.34,3.84,70.5,45.13,0.0
2025,2,14,2,2025-02-14 02:00:00,0.0,0.0,12.07,2.71,76.96,51.56,0.0
2025,2,14,3,2025-02-14 03:00:00,0.0,0.0,11.27,4.33,77.97,25.19,0.0
2025,2,14,4,2025-02-14 04:00:00,0.0,0.0,11.64,5.04,71.34,26.68,0.0
2025,2,14,5,2025-02-14 05:00:00,0.0,0.0,10.06,4.57,75.31,31.15,0.0
2025,2,14,6,2025-02-14 06:00:00,0.0,0.0,12.22,5.35,69.63,33.73,0.0
2025,2,14,7,2025-02-14 07:00:00,156.76,125.73,12.39,5.48,68.2,26.39,65.15
2025,2,14,8,2025-02-14 08:00:00,381.49,246.69,14.24,4.6,68.97,47.12,119.92
2025,2,14,9,2025-02-14 09:00:00,574.47,449.99,15.12,4.32,72.62,28.89,219.61
2025,2,14,10,2025-02-14 10:00:00,722.55,409.76,15.81,4.7,57.75,57.72,209.34
2025,2,14,11,2025-02-14 11:00:00,815.64,602.06,16.9,3.6,60.69,34.91,298.1
2025,2,14,12,2025-02-14 12:00:00,847.39,642.66,18.52,3.46,62.59,32.21,313.56
2025,2,14,13,2025-02-14 13:00:00,815.64,663.93,19.96,3.54,60.1,24.8,328.07
2025,2,14,14,2025-02-14 14:00:00,722.55,580.12,20.75,2.93,60.48,26.28,288.2
2025,2,14,15,2025-02-14 15:00:00,574.47,434.0,20.89,2.1,61.19,32.6,209.44
2025,2,14,16,2025-02-14 16:00:00,381.49,232.16,20.0,2.61,62.38,52.19,117.86
2025,2,14,17,2025-02-14 17:00:00,156.76,90.91,19.74,2.94,59.17,56.01,45.69
2025,2,14,18,2025-02-14 18:00:00,0.0,0.0,18.07,2.27,62.02,40.55,0.0
2025,2,14,19,2025-02-14 19:00:00,0.0,0.0,18.12,2.19,70.75,27.47,0.0
2025,2,14,20,2025-02-14 20:00:00,0.0,0.0,18.84,1.76,65.4,36.15,0.0
2025,2,14,21,2025-02-14 21:00:00,0.0,0.0,14.89,2.9,61.62,26.3,0.0
2025,2,14,22,2025-02-14 22:00:00,0.0,0.0,15.31,1.25,63.56,29.87,0.0
2025,2,14,23,2025-02-14 23:00:00,0.0,0.0,12.91,3.36,68.05,39.16,0.0
2025,2,15,0,2025-02-15 00:00:00,0.0,0.0,11.42,4.29,65.06,55.84,0.0
2025,2,15,1,2025-02-15 01:00:00,0.0,0.0,10.96,3.08,70.84,56.61,0.0
2025,2,15,2,2025-02-15 02:00:00,0.0,0.0,10.58,3.39,75.11,40.12,0.0
2025,2,15,3,2025-02-15 03:00:00,0.0,0.0,9.91,4.08,73.78,53.55,0.0
2025,2,15,4,2025-02-15 04:00:00,0.0,0.0,11.56,3.17,78.11,55.87,0.0
2025,2,15,5,2025-02-15 05:00:00,0.0,0.0,10.44,4.74,70.38,51.89,0.0
2025,2,15,6,2025-02-15 06:00:00,0.0,0.0,12.66,4.08,68.06,56.42,0.0
2025,2,15,7,2025-02-15 07:00:00,159.04,129.32,13.32,4.25,66.48,24.91,60.78
2025,2,15,8,2025-02-15 08:00:00,384.0,265.33,13.84,4.21,67.56,41.2,124.13
2025,2,15,9,2025-02-15 09:00:00,577.17,392.89,15.25,4.83,66.25,42.57,199.3
2025,2,15,10,2025-02-15 10:00:00,725.4,490.92,16.3,4.42,68.45,43.1,240.8
2025,2,15,11,2025-02-15 11:00:00,818.58,560.69,16.97,3.95,65.61,42.01,280.71
2025,2,15,12,2025-02-15 12:00:00,850.36,680.51,20.39,3.48,59.83,26.63,337.76
2025,2,15,13,2025-02-15 13:00:00,818.58,481.17,19.44,3.84,55.13,54.96,237.58
2025,2,15,14,2025-02-15 14:00:00,725.4,579.87,20.1,2.46,61.65,26.75,281.43
2025,2,15,15,2025-02-15 15:00:00,577.17,411.5,19.93,2.32,55.6,38.27,198.94
2025,2,15,16,2025-02-15 16:00:00,384.0,258.22,18.84,2.83,56.96,43.67,128.01
2025,2,15,17,2025-02-15 17:00:00,159.04,99.24,20.87,3.21,57.35,50.13,46.51
2025,2,15,18,2025-02-15 18:00:00,0.0,0.0,19.41,2.59,63.66,32.26,0.0
2025,2,15,19,2025-02-15 19:00:00,0.0,0.0,17.13,2.01,64.1,42.11,0.0
2025,2,15,20,2025-02-15 20:00:00,0.0,0.0,17.37,3.0,57.21,47.94,0.0
2025,2,15,21,2025-02-15 21:00:00,0.0,0.0,16.88,1.68,66.25,51.76,0.0
2025,2,15,22,2025-02-15 22:00:00,0.0,0.0,14.77,2.35,61.38,51.95,0.0
2025,2,15,23,2025-02-15 23:00:00,0.0,0.0,14.15,3.25,67.49,34.24,0.0
2025,2,16,0,2025-02-16 00:00:00,0.0,0.0,12.75,3.73,66.3,45.94,0.0
2025,2,16,1,2025-02-16 01:00:00,0.0,0.0,11.24,3.2,67.64,37.32,0.0
2025,2,16,2,2025-02-16 02:00:00,0.0,0.0,12.37,3.89,66.49,49.82,0.0
2025,2,16,3,2025-02-16 03:00:00,0.0,0.0,9.46,4.19,70.34,25.93,0.0
2025,2,16,4,2025-02-16 04:00:00,0.0,0.0,11.37,4.68,71.08,28.42,0.0
2025,2,16,5,2025-02-16 05:00:00,0.0,0.0,11.5,4.24,70.17,52.95,0.0
2025,2,16,6,2025-02-16 06:00:00,0.0,0.0,10.85,3.25,67.15,57.54,0.0
2025,2,16,7,2025-02-16 07:00:00,161.34,130.11,13.38,4.04,71.58,25.81,63.61
2025,2,16,8,2025-02-16 08:00:00,386.51,303.81,15.11,4.89,64.55,28.53,150.53
2025,2,16,9,2025-02-16 09:00:00,579.87,430.81,14.83,2.99,66.28,34.28,213.24
2025,2,16,10,2025-02-16 10:00:00,728.24,462.94,17.18,3.97,63.37,48.57,227.46
2025,2,16,11,2025-02-16 11:00:00,821.51,577.19,16.57,4.3,62.1,39.65,287.71
2025,2,16,12,2025-02-16 12:00:00,853.33,497.22,19.53,4.52,61.82,55.64,244.58
2025,2,16,13,2025-02-16 13:00:00,821.51,615.67,18.7,1.74,57.09,33.41,302.01
2025,2,16,14,2025-02-16 14:00:00,728.24,419.96,20.0,2.35,58.33,56.44,205.76
2025,2,16,15,2025-02-16 15:00:00,579.87,463.95,20.52,3.74,54.51,26.66,225.62
2025,2,16,16,2025-02-16 16:00:00,386.51,245.43,19.03,3.32,56.76,48.67,118.11
2025,2,16,17,2025-02-16 17:00:00,161.34,131.56,19.13,2.69,59.6,24.61,67.22
2025,2,16,18,2025-02-16 18:00:00,0.0,0.0,19.56,1.88,60.81,39.66,0.0
2025,2,16,19,2025-02-16 19:00:00,0.0,0.0,17.45,3.01,67.05,30.26,0.0
2025,2,16,20,2025-02-16 20:00:00,0.0,0.0,16.65,1.6,60.36,54.43,0.0
2025,2,16,21,2025-02-16 21:00:00,0.0,0.0,14.61,2.09,58.47,56.67,0.0
2025,2,16,22,2025-02-16 22:00:00,0.0,0.0,15.25,3.27,62.12,30.72,0.0
2025,2,16,23,2025-02-16 23:00:00,0.0,0.0,11.66,2.24,68.93,44.97,0.0
2025,2,17,0,2025-02-17 00:00:00,0.0,0.0,12.23,3.67,71.02,42.12,0.0
2025,2,17,1,2025-02-17 01:00:00,0.0,0.0,11.26,3.39,73.55,33.79,0.0
2025,2,17,2,2025-02-17 02:00:00,0.0,0.0,11.63,3.59,68.48,48.79,0.0
2025,2,17,3,2025-02-17 03:00:00,0.0,0.0,10.3,4.38,67.46,38.18,0.0
2025,2,17,4,2025-02-17 04:00:00,0.0,0.0,10.79,3.37,63.58,38.01,0.0
2025,2,17,5,2025-02-17 05:00:00,0.0,0.0,11.51,5.21,69.16,28.87,0.0
2025,2,17,6,2025-02-17 06:00:00,0.0,0.0,10.14,4.14,67.67,51.69,0.0
2025,2,17,7,2025-02-17 07:00:00,163.66,129.38,13.86,3.58,67.33,27.93,71.06
2025,2,17,8,2025-02-17 08:00:00,389.05,229.76,16.06,4.46,69.97,54.59,112.54
2025,2,17,9,2025-02-17 09:00:00,582.59,387.68,16.54,3.85,69.2,44.61,191.41
2025,2,17,10,2025-02-17 10:00:00,731.09,529.12,15.47,4.09,62.64,36.84,269.22
2025,2,17,11,2025-02-17 11:00:00,824.45,622.02,18.49,3.55,62.75,32.74,306.78
2025,2,17,12,2025-02-17 12:00:00,856.29,588.44,18.87,3.83,61.91,41.71,288.35
2025,2,17,13,2025-02-17 13:00:00,824.45,684.76,19.95,3.04,64.71,22.59,335.25
2025,2,17,14,2025-02-17 14:00:00,731.09,453.83,21.08,3.85,52.81,50.57,224.88
2025,2,17,15,2025-02-17 15:00:00,582.59,340.76,18.85,2.76,61.24,55.35,169.09
2025,2,17,16,2025-02-17 16:00:00,389.05,294.74,21.71,1.33,55.58,32.32,142.85
2025,2,17,17,2025-02-17 17:00:00,163.66,110.95,19.98,0.59,57.85,42.95,59.92
2025,2,17,18,2025-02-17 18:00:00,0.0,0.0,19.7,2.89,62.61,48.09,0.0
2025,2,17,19,2025-02-17 19:00:00,0.0,0.0,17.87,1.5,64.53,51.11,0.0
2025,2,17,20,2025-02-17 20:00:00,0.0,0.0,16.42,3.9,61.09,27.39,0.0
2025,2,17,21,2025-02-17 21:00:00,0.0,0.0,16.71,3.06,60.44,53.79,0.0
2025,2,17,22,2025-02-17 22:00:00,0.0,0.0,14.95,2.37,59.79,34.16,0.0
2025,2,17,23,2025-02-17 23:00:00,0.0,0.0,12.57,4.08,66.17,50.09,0.0
2025,2,18,0,2025-02-18 00:00:00,0.0,0.0,12.13,3.76,67.31,29.39,0.0
2025,2,18,1,2025-02-18 01:00:00,0.0,0.0,11.39,2.97,77.7,49.53,0.0
2025,2,18,2,2025-02-18 02:00:00,0.0,0.0,11.53,3.03,65.91,44.28,0.0
2025,2,18,3,2025-02-18 03:00:00,0.0,0.0,10.55,5.98,65.99,50.21,0.0
2025,2,18,4,2025-02-18 04:00:00,0.0,0.0,12.33,5.7,67.25,48.38,0.0
2025,2,18,5,2025-02-18 05:00:00,0.0,0.0,11.46,4.72,65.84,21.66,0.0
2025,2,18,6,2025-02-18 06:00:00,0.0,0.0,10.84,4.87,59.88,53.49,0.0
2025,2,18,7,2025-02-18 07:00:00,166.0,129.16,13.37,5.53,70.07,29.59,67.3
2025,2,18,8,2025-02-18 08:00:00,391.59,316.61,14.21,3.57,66.83,25.53,158.5
2025,2,18,9,2025-02-18 09:00:00,585.3,465.26,15.06,3.81,59.13,27.35,232.88
2025,2,18,10,2025-02-18 10:00:00,733.95,521.62,17.38,4.77,59.62,38.57,265.14
2025,2,18,11,2025-02-18 11:00:00,827.39,537.07,19.28,3.3,59.83,46.78,254.11
2025,2,18,12,2025-02-18 12:00:00,859.26,578.1,18.16,3.68,63.6,43.63,286.83
2025,2,18,13,2025-02-18 13:00:00,827.39,669.82,21.07,3.52,54.58,25.39,325.59
2025,2,18,14,2025-02-18 14:00:00,733.95,616.89,19.52,3.29,61.27,21.26,301.46
2025,2,18,15,2025-02-18 15:00:00,585.3,429.46,21.18,1.63,59.66,35.5,207.97
2025,2,18,16,2025-02-18 16:00:00,391.59,276.92,20.82,3.15,57.96,39.04,135.67
2025,2,18,17,2025-02-18 17:00:00,166.0,134.59,21.01,1.93,60.08,25.23,56.7
2025,2,18,18,2025-02-18 18:00:00,0.0,0.0,18.63,2.23,57.21,23.41,0.0
2025,2,18,19,2025-02-18 19:00:00,0.0,0.0,17.59,3.71,63.43,37.07,0.0
2025,2,18,20,2025-02-18 20:00:00,0.0,0.0,18.33,2.74,66.78,51.28,0.0
2025,2,18,21,2025-02-18 21:00:00,0.0,0.0,15.97,2.03,65.9,30.21,0.0
2025,2,18,22,2025-02-18 22:00:00,0.0,0.0,15.62,2.64,68.3,36.45,0.0
2025,2,18,23,2025-02-18 23:00:00,0.0,0.0,11.08,3.8,72.08,49.74,0.0
2025,2,19,0,2025-02-19 00:00:00,0.0,0.0,13.82,4.36,65.58,45.51,0.0
2025,2,19,1,2025-02-19 01:00:00,0.0,0.0,11.5,3.11,73.58,21.78,0.0
2025,2,19,2,2025-02-19 02:00:00,0.0,0.0,10.88,3.79,73.42,36.87,0.0
2025,2,19,3,2025-02-19 03:00:00,0.0,0.0,10.94,3.96,66.56,36.62,0.0
2025,2,19,4,2025-02-19 04:00:00,0.0,0.0,10.52,4.67,72.97,47.26,0.0
2025,2,19,5,2025-02-19 05:00:00,0.0,0.0,13.6,4.15,70.33,33.26,0.0
2025,2,19,6,2025-02-19 06:00:00,0.0,0.0,12.76,3.83,67.84,37.63,0.0
2025,2,19,7,2025-02-19 07:00:00,168.36,109.29,12.67,3.85,66.97,46.78,55.21
2025,2,19,8,2025-02-19 08:00:00,394.14,238.5,14.18,3.17,64.34,52.65,114.63
2025,2,19,9,2025-02-19 09:00:00,588.03,377.33,14.92,4.4,64.5,47.78,182.31
2025,2,19,10,2025-02-19 10:00:00,736.8,597.97,18.17,4.33,69.46,25.12,295.36
2025,2,19,11,2025-02-19 11:00:00,830.32,507.18,18.11,3.73,59.76,51.89,252.3
2025,2,19,12,2025-02-19 12:00:00,862.22,731.03,19.0,1.88,60.53,20.29,361.24
2025,2,19,13,2025-02-19 13:00:00,830.32,602.82,21.04,2.57,60.7,36.53,300.58
2025,2,19,14,2025-02-19 14:00:00,736.8,468.0,19.32,3.0,60.01,48.64,228.54
2025,2,19,15,2025-02-19 15:00:00,588.03,366.82,21.25,3.01,57.72,50.16,177.8
2025,2,19,16,2025-02-19 16:00:00,394.14,301.96,20.26,1.16,59.42,31.19,146.39
2025,2,19,17,2025-02-19 17:00:00,168.36,134.74,19.91,0.57,56.16,26.63,65.18
2025,2,19,18,2025-02-19 18:00:00,0.0,0.0,19.55,2.26,61.76,31.19,0.0
2025,2,19,19,2025-02-19 19:00:00,0.0,0.0,17.97,2.8,61.16,50.59,0.0
2025,2,19,20,2025-02-19 20:00:00,0.0,0.0,16.23,4.93,65.01,39.92,0.0
2025,2,19,21,2025-02-19 21:00:00,0.0,0.0,15.63,2.64,65.61,29.88,0.0
2025,2,19,22,2025-02-19 22:00:00,0.0,0.0,12.82,2.18,65.92,25.59,0.0
2025,2,19,23,2025-02-19 23:00:00,0.0,0.0,13.89,2.77,67.01,35.02,0.0
2025,2,20,0,2025-02-20 00:00:00,0.0,0.0,10.96,3.03,70.02,46.57,0.0
2025,2,20,1,2025-02-20 01:00:00,0.0,0.0,11.78,4.31,69.24,53.57,0.0
2025,2,20,2,2025-02-20 02:00:00,0.0,0.0,9.95,3.79,79.3,27.55,0.0
2025,2,20,3,2025-02-20 03:00:00,0.0,0.0,11.58,4.59,68.49,25.72,0.0
2025,2,20,4,2025-02-20 04:00:00,0.0,0.0,9.45,5.22,71.62,26.48,0.0
2025,2,20,5,2025-02-20 05:00:00,0.0,0.0,11.58,4.57,71.97,37.62,0.0
2025,2,20,6,2025-02-20 06:00:00,0.0,0.0,12.23,6.18,64.15,36.88,0.0
2025,2,20,7,2025-02-20 07:00:00,170.73,104.32,13.3,7.14,67.68,51.86,51.51
2025,2,20,8,2025-02-20 08:00:00,396.7,322.8,15.03,6.07,68.64,24.84,153.51
2025,2,20,9,2025-02-20 09:00:00,590.75,375.08,14.18,6.51,63.92,48.68,187.02
2025,2,20,10,2025-02-20 10:00:00,739.65,597.86,17.55,3.48,65.46,25.56,296.43
2025,2,20,11,2025-02-20 11:00:00,833.25,582.72,16.58,3.16,64.05,40.09,289.75
2025,2,20,12,2025-02-20 12:00:00,865.18,644.38,21.03,2.98,62.55,34.03,313.24
2025,2,20,13,2025-02-20 13:00:00,833.25,501.42,19.88,3.1,54.78,53.1,245.74
2025,2,20,14,2025-02-20 14:00:00,739.65,477.25,19.44,3.15,60.08,47.3,236.5
2025,2,20,15,2025-02-20 15:00:00,590.75,468.07,21.17,1.13,57.74,27.69,233.17
2025,2,20,16,2025-02-20 16:00:00,396.7,302.48,21.38,1.3,55.89,31.67,153.82
2025,2,20,17,2025-02-20 17:00:00,170.73,126.45,20.93,4.68,58.17,34.58,58.21
2025,2,20,18,2025-02-20 18:00:00,0.0,0.0,18.85,1.57,62.64,29.61,0.0
2025,2,20,19,2025-02-20 19:00:00,0.0,0.0,16.75,2.1,60.45,33.49,0.0
2025,2,20,20,2025-02-20 20:00:00,0.0,0.0,16.33,1.36,66.33,42.17,0.0
2025,2,20,21,2025-02-20 21:00:00,0.0,0.0,15.5,2.13,62.91,26.31,0.0
2025,2,20,22,2025-02-20 22:00:00,0.0,0.0,13.64,3.29,70.24,41.32,0.0
2025,2,20,23,2025-02-20 23:00:00,0.0,0.0,12.87,1.27,68.96,27.9,0.0
2025,2,21,0,2025-02-21 00:00:00,0.0,0.0,13.37,2.39,70.07,27.26,0.0
2025,2,21,1,2025-02-21 01:00:00,0.0,0.0,9.97,3.63,69.14,26.89,0.0
2025,2,21,2,2025-02-21 02:00:00,0.0,0.0,12.17,5.05,69.65,30.96,0.0
2025,2,21,3,2025-02-21 03:00:00,0.0,0.0,11.15,4.29,74.28,29.58,0.0
2025,2,21,4,2025-02-21 04:00:00,0.0,0.0,9.7,4.39,68.77,41.25,0.0
2025,2,21,5,2025-02-21 05:00:00,0.0,0.0,13.12,5.06,67.49,35.26,0.0
2025,2,21,6,2025-02-21 06:00:00,0.0,0.0,12.49,3.38,69.52,38.86,0.0
2025,2,21,7,2025-02-21 07:00:00,173.11,124.01,14.13,5.66,64.7,37.82,62.68
2025,2,21,8,2025-02-21 08:00:00,399.27,332.59,14.95,4.45,63.37,22.27,168.19
2025,2,21,9,2025-02-21 09:00:00,593.47,462.92,16.65,5.29,65.5,29.33,231.03
2025,2,21,10,2025-02-21 10:00:00,742.49,587.29,18.01,3.97,61.41,27.87,287.91
2025,2,21,11,2025-02-21 11:00:00,836.17,612.97,19.96,4.79,63.33,35.59,294.63
2025,2,21,12,2025-02-21 12:00:00,868.12,618.26,21.32,3.22,62.88,38.38,300.42
2025,2,21,13,2025-02-21 13:00:00,836.17,697.81,20.45,3.58,55.17,22.06,343.97
2025,2,21,14,2025-02-21 14:00:00,742.49,489.1,20.07,1.91,54.05,45.5,237.9
2025,2,21,15,2025-02-21 15:00:00,593.47,504.32,21.23,2.08,59.08,20.03,248.56
2025,2,21,16,2025-02-21 16:00:00,399.27,258.75,21.15,3.85,59.56,46.93,122.7
2025,2,21,17,2025-02-21 17:00:00,173.11,128.76,19.8,2.37,66.12,34.16,58.28
2025,2,21,18,2025-02-21 18:00:00,0.0,0.0,20.13,1.68,63.14,36.39,0.0
2025,2,21,19,2025-02-21 19:00:00,0.0,0.0,19.4,2.89,62.0,43.11,0.0
2025,2,21,20,2025-02-21 20:00:00,0.0,0.0,17.65,2.82,59.84,23.07,0.0
2025,2,21,21,2025-02-21 21:00:00,0.0,0.0,15.32,4.24,69.87,42.58,0.0
2025,2,21,22,2025-02-21 22:00:00,0.0,0.0,14.95,3.3,71.79,32.5,0.0
2025,2,21,23,2025-02-21 23:00:00,0.0,0.0,12.82,3.88,69.56,49.2,0.0
2025,2,22,0,2025-02-22 00:00:00,0.0,0.0,11.86,2.3,70.92,28.01,0.0
2025,2,22,1,2025-02-22 01:00:00,0.0,0.0,11.13,3.64,68.55,24.19,0.0
2025,2,22,2,2025-02-22 02:00:00,0.0,0.0,9.86,4.98,69.15,25.39,0.0
2025,2,22,3,2025-02-22 03:00:00,0.0,0.0,11.59,6.09,68.42,36.61,0.0
2025,2,22,4,2025-02-22 04:00:00,0.0,0.0,12.11,4.48,70.39,47.94,0.0
2025,2,22,5,2025-02-22 05:00:00,0.0,0.0,11.63,5.52,70.55,37.91,0.0
2025,2,22,6,2025-02-22 06:00:00,0.0,0.0,12.64,4.14,68.0,18.77,0.0
2025,2,22,7,2025-02-22 07:00:00,175.51,141.29,14.11,3.52,65.33,26.0,71.02
2025,2,22,8,2025-02-22 08:00:00,401.84,317.5,14.35,5.01,67.01,27.99,161.44
2025,2,22,9,2025-02-22 09:00:00,596.2,403.18,16.97,6.11,68.66,43.17,198.49
2025,2,22,10,2025-02-22 10:00:00,745.33,643.91,18.54,2.31,65.15,18.14,317.08
2025,2,22,11,2025-02-22 11:00:00,839.09,672.25,19.81,3.52,65.06,26.51,332.37
2025,2,22,12,2025-02-22 12:00:00,871.06,585.29,20.54,4.91,61.24,43.74,295.7
2025,2,22,13,2025-02-22 13:00:00,839.09,606.07,20.58,2.9,61.97,37.03,304.42
2025,2,22,14,2025-02-22 14:00:00,745.33,633.09,21.65,2.0,61.68,20.08,304.13
2025,2,22,15,2025-02-22 15:00:00,596.2,389.95,21.67,2.8,54.47,46.13,191.25
2025,2,22,16,2025-02-22 16:00:00,401.84,307.49,20.18,3.05,63.11,31.31,154.92
2025,2,22,17,2025-02-22 17:00:00,175.51,137.02,21.78,3.32,60.76,29.24,67.09
2025,2,22,18,2025-02-22 18:00:00,0.0,0.0,18.71,1.69,58.79,17.97,0.0
2025,2,22,19,2025-02-22 19:00:00,0.0,0.0,18.92,2.94,61.88,50.2,0.0
2025,2,22,20,2025-02-22 20:00:00,0.0,0.0,17.82,3.02,64.18,16.99,0.0
2025,2,22,21,2025-02-22 21:00:00,0.0,0.0,15.3,2.84,65.26,35.78,0.0
2025,2,22,22,2025-02-22 22:00:00,0.0,0.0,15.42,3.04,63.25,48.81,0.0
2025,2,22,23,2025-02-22 23:00:00,0.0,0.0,12.99,5.06,71.19,22.54,0.0
2025,2,23,0,2025-02-23 00:00:00,0.0,0.0,12.08,2.74,72.43,21.68,0.0
2025,2,23,1,2025-02-23 01:00:00,0.0,0.0,11.81,4.47,67.1,39.77,0.0
2025,2,23,2,2025-02-23 02:00:00,0.0,0.0,11.85,3.94,67.1,24.86,0.0
2025,2,23,3,2025-02-23 03:00:00,0.0,0.0,12.24,3.7,75.49,40.65,0.0
2025,2,23,4,2025-02-23 04:00:00,0.0,0.0,11.5,3.74,76.25,19.29,0.0
2025,2,23,5,2025-02-23 05:00:00,0.0,0.0,12.85,4.69,68.48,27.04,0.0
2025,2,23,6,2025-02-23 06:00:00,0.0,0.0,11.06,5.76,68.8,31.63,0.0
2025,2,23,7,2025-02-23 07:00:00,177.92,146.75,15.32,4.04,65.35,23.36,70.12
2025,2,23,8,2025-02-23 08:00:00,404.42,352.83,14.44,4.79,65.52,17.01,174.53
2025,2,23,9,2025-02-23 09:00:00,598.92,394.12,16.18,4.42,62.25,45.59,190.37
2025,2,23,10,2025-02-23 10:00:00,748.17,610.37,16.05,3.05,66.12,24.56,297.26
2025,2,23,11,2025-02-23 11:00:00,841.99,582.13,19.72,3.68,61.54,41.15,286.86
2025,2,23,12,2025-02-23 12:00:00,873.99,642.54,18.77,5.29,59.57,35.31,312.82
2025,2,23,13,2025-02-23 13:00:00,841.99,590.02,21.41,1.81,58.89,39.9,294.12
2025,2,23,14,2025-02-23 14:00:00,748.17,646.95,22.19,3.8,58.77,18.04,315.38
2025,2,23,15,2025-02-23 15:00:00,598.92,450.8,22.17,2.11,55.77,32.97,222.18
2025,2,23,16,2025-02-23 16:00:00,404.42,304.23,19.7,2.05,54.45,33.03,147.81
2025,2,23,17,2025-02-23 17:00:00,177.92,147.8,20.2,4.17,56.51,22.57,78.85
2025,2,23,18,2025-02-23 18:00:00,0.0,0.0,21.11,4.03,57.12,38.57,0.0
2025,2,23,19,2025-02-23 19:00:00,0.0,0.0,18.43,1.63,58.09,46.76,0.0
2025,2,23,20,2025-02-23 20:00:00,0.0,0.0,18.74,2.09,63.5,20.95,0.0
2025,2,23,21,2025-02-23 21:00:00,0.0,0.0,16.24,3.07,70.64,45.39,0.0
2025,2,23,22,2025-02-23 22:00:00,0.0,0.0,14.43,2.53,63.93,35.88,0.0
2025,2,23,23,2025-02-23 23:00:00,0.0,0.0,13.63,2.68,70.91,32.91,0.0
2025,2,24,0,2025-02-24 00:00:00,0.0,0.0,13.5,4.91,65.89,14.62,0.0
2025,2,24,1,2025-02-24 01:00:00,0.0,0.0,11.59,4.24,71.69,39.46,0.0
2025,2,24,2,2025-02-24 02:00:00,0.0,0.0,10.59,4.12,68.28,35.43,0.0
2025,2,24,3,2025-02-24 03:00:00,0.0,0.0,11.1,5.46,64.38,35.03,0.0
2025,2,24,4,2025-02-24 04:00:00,0.0,0.0,11.26,4.81,67.5,46.09,0.0
